RedFighter,BlueFighter,Date,RedHeight,RedWeight,RedReach,RedStance,RedDOB,RedSLpM,RedStr. Acc.,RedSApM,RedStr. Def.,RedTD Avg.,RedTD Acc.,RedTD Def.,RedSub. Avg.,RedWins,RedLosses,RedDraws,RedNoContests,BlueHeight,BlueWeight,BlueReach,BlueStance,BlueDOB,BlueSLpM,BlueStr. Acc.,BlueSApM,BlueStr. Def.,BlueTD Avg.,BlueTD Acc.,BlueTD Def.,BlueSub. Avg.,BlueWins,BlueLosses,BlueDraws,BlueNoContests,Result
Bryce Mitchell,Charles Rosa,1588982400.0,70.0,145.0,70.0,Southpaw,781228800.0,2.31,59.0,1.53,60.0,3.39,43.0,33.0,1.4,17,3,0,0,69.0,145.0,69.0,Switch,525225600.0,3.08,36.0,3.86,47.0,1.67,35.0,38.0,1.0,14,8,0,0,W
Ryan Spann,Sam Alvey,1588982400.0,77.0,205.0,79.0,Orthodox,682992000.0,3.3,40.0,3.9,43.0,1.32,35.0,50.0,1.7,22,10,0,0,74.0,185.0,75.0,Southpaw,515721600.0,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,33,18,1,1,W
Kevin Lee,Charles Oliveira,1584144000.0,69.0,170.0,77.0,Orthodox,715564800.0,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8,18,8,0,0,70.0,155.0,74.0,Orthodox,624585600.0,3.4,55.0,3.21,49.0,2.25,40.0,56.0,2.7,35,10,0,1,L
Demian Maia,Gilbert Burns,1584144000.0,73.0,170.0,72.0,Southpaw,247622400.0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,28,11,0,0,70.0,170.0,71.0,Orthodox,522201600.0,3.17,48.0,3.57,52.0,2.1,37.0,53.0,0.5,22,8,0,0,L
Renato Moicano,Damir Hadzovic,1584144000.0,71.0,155.0,72.0,Orthodox,611712000.0,4.36,48.0,3.55,60.0,1.82,44.0,71.0,0.6,20,6,1,0,69.0,155.0,70.0,Orthodox,523843200.0,3.34,47.0,3.74,59.0,0.91,54.0,34.0,0.1,14,8,0,0,W
Johnny Walker,Nikita Krylov,1584144000.0,78.0,205.0,82.0,Orthodox,701913600.0,3.87,53.0,3.12,44.0,0.45,100.0,57.0,0.9,21,9,0,1,75.0,205.0,77.0,Orthodox,699926400.0,4.38,55.0,2.47,44.0,2.29,38.0,53.0,1.4,30,9,0,0,L
Francisco Trinaldo,John Makdessi,1584144000.0,69.0,170.0,70.0,Southpaw,272764800.0,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,28,9,0,0,68.0,155.0,68.0,Orthodox,483926400.0,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,18,9,0,0,W
Jussier Formiga,Brandon Moreno,1584144000.0,65.0,125.0,67.0,Orthodox,482284800.0,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,23,8,0,0,67.0,125.0,70.0,Orthodox,755222400.0,3.99,43.0,3.53,60.0,1.59,46.0,64.0,0.4,22,8,2,0,L
Amanda Ribas,Randa Markos,1584144000.0,63.0,115.0,66.0,Orthodox,746323200.0,4.29,39.0,3.24,60.0,2.06,53.0,83.0,0.6,13,6,0,0,64.0,115.0,63.0,Orthodox,492480000.0,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,11,12,1,0,W
Elizeu Zaleski dos Santos,Aleksei Kunchenko,1584144000.0,71.0,170.0,73.0,Orthodox,534643200.0,4.33,41.0,3.41,56.0,0.7,20.0,68.0,0.5,25,8,1,0,68.0,170.0,70.0,Orthodox,452304000.0,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,20,2,0,0,W
Rani Yahya,Enrique Barzola,1584144000.0,66.0,135.0,67.0,Orthodox,463795200.0,1.71,38.0,2.08,50.0,2.73,30.0,29.0,1.8,28,12,1,1,67.0,145.0,70.0,Orthodox,609724800.0,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,17,5,2,0,D
Mayra Bueno Silva,Maryna Moroz,1584144000.0,66.0,125.0,66.0,Orthodox,682819200.0,3.83,58.0,4.85,51.0,0.57,29.0,63.0,1.5,10,5,1,1,67.0,125.0,67.0,Orthodox,684288000.0,4.42,33.0,4.89,51.0,0.7,24.0,42.0,0.6,11,6,0,0,L
Bruno Silva,David Dvorak,1584144000.0,64.0,125.0,65.0,Orthodox,637545600.0,3.54,49.0,4.08,52.0,1.92,25.0,60.0,0.2,14,6,2,1,65.0,125.0,68.0,Orthodox,707702400.0,3.48,43.0,3.29,59.0,0.58,30.0,70.0,0.2,20,6,0,0,L
Israel Adesanya,Yoel Romero,1583539200.0,76.0,185.0,80.0,Switch,617068800.0,4.02,48.0,3.2,55.0,0.05,11.0,76.0,0.1,24,5,0,0,72.0,185.0,73.0,Southpaw,231206400.0,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,13,5,0,0,W
Beneil Dariush,Drakkar Klose,1583539200.0,70.0,155.0,72.0,Southpaw,610416000.0,3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9,22,6,1,0,69.0,155.0,70.0,Orthodox,573868800.0,4.33,55.0,3.54,50.0,1.65,27.0,69.0,0.0,15,3,1,0,W
Alex Oliveira,Max Griffin,1583539200.0,71.0,170.0,76.0,Orthodox,572400000.0,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,22,12,1,2,71.0,170.0,76.0,Orthodox,502070400.0,3.75,48.0,3.66,58.0,1.37,40.0,69.0,0.3,20,11,0,0,W
Sean O'Malley,Jose Quinonez,1583539200.0,71.0,135.0,72.0,Switch,782956800.0,6.7,61.0,3.48,60.0,0.29,42.0,61.0,0.3,18,2,0,1,68.0,135.0,69.0,Southpaw,649123200.0,3.6,45.0,3.0,64.0,2.7,47.0,42.0,0.6,9,5,0,0,W
Mark Madsen,Austin Hubbard,1583539200.0,68.0,155.0,72.0,Orthodox,464745600.0,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,12,2,0,0,70.0,155.0,71.0,Orthodox,693360000.0,4.12,43.0,3.92,57.0,1.54,34.0,67.0,0.0,17,8,0,0,W
Rodolfo Vieira,Saparbeg Safarov,1583539200.0,72.0,185.0,73.0,Orthodox,622684800.0,3.19,54.0,4.6,49.0,4.18,30.0,100.0,1.6,10,2,0,0,73.0,185.0,78.0,Orthodox,529632000.0,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,9,3,0,0,W
Gerald Meerschaert,Deron Winn,1583539200.0,73.0,185.0,77.0,Southpaw,566784000.0,3.1,45.0,3.45,53.0,2.01,35.0,42.0,1.5,37,18,0,0,66.0,185.0,70.0,Orthodox,613699200.0,4.55,44.0,6.21,46.0,4.28,52.0,40.0,0.0,7,3,0,0,W
Giga Chikadze,Jamall Emmers,1583539200.0,72.0,145.0,74.0,Orthodox,588470400.0,3.92,42.0,3.5,61.0,0.21,33.0,70.0,0.2,15,4,0,0,70.0,145.0,74.0,Orthodox,617241600.0,5.3,48.0,4.05,57.0,1.83,40.0,90.0,0.2,20,8,0,0,W
Ion Cutelaba,Magomed Ankalaev,1582934400.0,73.0,205.0,75.0,Southpaw,755827200.0,4.29,43.0,3.34,46.0,4.04,52.0,75.0,0.0,18,10,1,1,75.0,205.0,75.0,Orthodox,707443200.0,3.64,52.0,2.37,58.0,0.92,31.0,86.0,0.0,20,1,1,1,L
Joseph Benavidez,Deiveson Figueiredo,1582934400.0,64.0,125.0,65.0,Southpaw,460080000.0,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,28,8,0,0,65.0,135.0,68.0,Orthodox,566784000.0,2.91,54.0,3.55,49.0,1.62,34.0,60.0,1.4,24,4,1,0,L
Felicia Spencer,Zarah Fairn,1582934400.0,66.0,145.0,68.0,Orthodox,659836800.0,3.21,48.0,4.54,45.0,1.18,18.0,27.0,0.2,9,3,0,0,68.0,135.0,72.0,Orthodox,439862400.0,4.55,31.0,7.4,45.0,0.0,0.0,60.0,0.0,6,6,0,0,W
Megan Anderson,Norma Dumont,1582934400.0,72.0,145.0,72.0,Orthodox,634694400.0,1.76,46.0,3.35,37.0,0.52,25.0,53.0,0.5,11,5,0,0,67.0,135.0,67.0,Orthodox,654739200.0,3.86,50.0,2.16,65.0,1.72,56.0,72.0,0.0,12,2,0,0,W
Grant Dawson,Darrick Minner,1582934400.0,70.0,155.0,72.0,Switch,761702400.0,3.2,52.0,2.11,44.0,3.87,40.0,57.0,1.1,23,2,1,0,67.0,145.0,69.0,Orthodox,641260800.0,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,26,14,0,0,W
Gabriel Silva,Kyler Phillips,1582934400.0,66.0,135.0,71.0,Orthodox,777859200.0,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,8,2,0,0,68.0,135.0,72.0,Orthodox,802915200.0,5.28,44.0,3.47,60.0,2.63,51.0,75.0,0.4,12,3,0,0,L
Brendan Allen,Tom Breese,1582934400.0,74.0,185.0,75.0,Orthodox,820108800.0,3.79,53.0,3.83,46.0,1.67,39.0,58.0,1.3,24,6,0,0,75.0,185.0,73.0,Southpaw,685843200.0,3.34,50.0,2.81,60.0,0.0,0.0,70.0,1.1,12,3,0,0,W
Marcin Tybura,Serghei Spivac,1582934400.0,75.0,249.0,78.0,Orthodox,500342400.0,3.57,49.0,3.26,55.0,1.42,33.0,77.0,0.1,26,9,0,0,75.0,260.0,78.0,Orthodox,790905600.0,3.49,49.0,3.77,48.0,4.56,65.0,63.0,0.6,17,5,0,0,W
Luis Pena,Steve Garcia,1582934400.0,75.0,155.0,75.0,Southpaw,741830400.0,3.66,46.0,3.12,51.0,1.17,33.0,48.0,1.2,9,3,0,0,72.0,145.0,75.0,Southpaw,706492800.0,5.04,56.0,2.34,46.0,1.17,40.0,88.0,0.6,17,5,0,0,W
Jordan Griffin,TJ Brown,1582934400.0,70.0,145.0,73.0,Southpaw,636163200.0,2.52,46.0,3.02,50.0,1.45,35.0,42.0,1.9,18,9,0,0,69.0,145.0,72.0,Switch,643334400.0,3.37,44.0,2.89,49.0,3.41,57.0,36.0,1.3,17,11,0,0,W
Aalon Cruz,Spike Carlyle,1582934400.0,72.0,145.0,78.0,Switch,622252800.0,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,8,4,0,0,68.0,145.0,71.0,Switch,736646400.0,2.55,54.0,3.85,30.0,3.34,36.0,57.0,0.5,9,3,0,0,L
Sean Brady,Ismail Naurdiev,1582934400.0,70.0,170.0,72.0,Orthodox,722476800.0,4.09,55.0,3.18,60.0,3.49,52.0,85.0,0.9,17,1,0,0,70.0,185.0,74.0,Orthodox,840326400.0,3.41,53.0,1.52,66.0,1.6,40.0,72.0,0.2,24,7,0,0,W
Paul Felder,Dan Hooker,1582329600.0,71.0,155.0,70.0,Orthodox,451699200.0,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2,17,6,0,0,72.0,155.0,75.0,Switch,634867200.0,5.03,48.0,4.72,51.0,0.73,34.0,78.0,0.3,24,12,0,0,L
Jimmy Crute,Michal Oleksiejczuk,1582329600.0,74.0,205.0,74.0,Orthodox,825897600.0,3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0,12,4,1,0,72.0,185.0,74.0,Southpaw,793411200.0,5.08,50.0,4.61,58.0,1.08,43.0,48.0,0.0,19,9,0,1,W
Ben Sosoli,Marcos Rogerio de Lima,1582329600.0,72.0,265.0,72.0,Southpaw,629251200.0,2.31,31.0,4.3,47.0,0.0,0.0,0.0,0.0,7,3,0,2,73.0,253.0,75.0,Orthodox,488505600.0,3.7,57.0,2.9,51.0,1.4,45.0,59.0,0.5,22,10,1,0,L
Brad Riddell,Magomed Mustafaev,1582329600.0,67.0,155.0,71.0,Orthodox,686188800.0,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,10,4,0,0,68.0,155.0,71.0,Orthodox,586483200.0,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,14,4,0,0,W
Kevin Aguilar,Zubaira Tukhugov,1582329600.0,67.0,155.0,73.0,Orthodox,589593600.0,3.96,40.0,4.81,52.0,0.16,16.0,78.0,0.0,17,5,0,0,68.0,155.0,68.0,Orthodox,663897600.0,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,20,6,1,0,L
Jalin Turner,Josh Culibao,1582329600.0,75.0,155.0,77.0,Southpaw,800755200.0,5.6,48.0,4.57,41.0,0.79,55.0,74.0,1.1,14,8,0,0,70.0,145.0,73.0,Orthodox,769737600.0,3.41,44.0,3.04,59.0,0.0,0.0,65.0,0.3,11,4,1,0,W
Jake Matthews,Emil Meek,1582329600.0,71.0,170.0,73.0,Orthodox,777254400.0,3.38,44.0,2.54,61.0,1.56,41.0,64.0,0.6,20,7,0,0,71.0,170.0,74.0,Switch,588038400.0,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,9,5,1,1,W
Kai Kara-France,Tyson Nam,1582329600.0,64.0,125.0,69.0,Orthodox,733104000.0,4.56,39.0,3.22,65.0,0.61,33.0,88.0,0.0,25,11,0,1,67.0,125.0,68.0,Orthodox,434246400.0,3.87,33.0,4.97,65.0,0.0,0.0,87.0,0.0,21,14,1,0,W
Loma Lookboonmee,Angela Hill,1582329600.0,61.0,115.0,61.0,Orthodox,821923200.0,4.1,57.0,2.48,53.0,1.9,50.0,72.0,0.1,9,3,0,0,63.0,115.0,64.0,Orthodox,474336000.0,5.46,49.0,4.93,61.0,0.76,32.0,74.0,0.1,17,14,0,0,L
Priscila Cachoeira,Shana Dobson,1582329600.0,67.0,125.0,65.0,Orthodox,587952000.0,3.76,44.0,7.03,43.0,0.15,33.0,65.0,0.0,12,6,0,0,66.0,125.0,69.0,Orthodox,607219200.0,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,4,5,0,0,W
Rogerio Bontorin,Ray Borg,1581724800.0,65.0,125.0,67.0,Orthodox,704160000.0,2.63,52.0,3.27,50.0,2.9,60.0,51.0,1.0,16,4,0,2,64.0,135.0,63.0,Orthodox,744422400.0,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.0,13,5,0,0,L
Jim Miller,Scott Holtzman,1581724800.0,68.0,155.0,71.0,Southpaw,431049600.0,2.99,42.0,3.51,56.0,1.52,44.0,49.0,1.7,38,18,0,1,69.0,155.0,69.0,Orthodox,433728000.0,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,14,6,0,0,L
Devin Clark,Dequan Townsend,1581724800.0,72.0,205.0,75.0,Orthodox,639878400.0,3.03,54.0,3.24,44.0,2.17,32.0,58.0,0.1,14,9,0,0,75.0,205.0,79.0,Orthodox,516153600.0,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,21,12,0,0,W
Macy Chiasson,Shanna Young,1581724800.0,71.0,135.0,72.0,Orthodox,680572800.0,3.77,46.0,2.79,44.0,2.37,38.0,70.0,0.4,11,3,0,0,67.0,125.0,65.0,Orthodox,667008000.0,3.18,47.0,4.88,43.0,0.0,0.0,53.0,0.6,9,6,0,0,W
Mark De La Rosa,Raulian Paiva,1581724800.0,66.0,135.0,65.0,Orthodox,778291200.0,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,11,5,0,0,68.0,135.0,69.0,Orthodox,813888000.0,4.14,42.0,5.01,48.0,0.65,23.0,77.0,0.2,21,5,0,0,L
Corey Anderson,Jan Blachowicz,1581724800.0,75.0,205.0,79.0,Orthodox,622425600.0,4.43,46.0,2.22,59.0,4.89,50.0,83.0,0.0,14,5,0,0,74.0,205.0,78.0,Orthodox,414892800.0,3.41,50.0,2.91,53.0,1.09,50.0,68.0,0.3,29,10,1,0,L
Diego Sanchez,Michel Pereira,1581724800.0,70.0,170.0,72.0,Southpaw,378604800.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,31,13,0,0,73.0,185.0,73.0,Orthodox,749865600.0,4.46,53.0,4.23,52.0,1.27,52.0,76.0,0.8,31,12,0,2,W
Montana De La Rosa,Mara Romero Borella,1581724800.0,67.0,125.0,68.0,Orthodox,792720000.0,2.9,37.0,3.39,45.0,1.85,33.0,68.0,0.8,13,9,1,0,66.0,125.0,69.0,Orthodox,518140800.0,2.54,37.0,2.48,71.0,1.83,44.0,66.0,0.2,12,9,0,2,W
Lando Vannata,Yancy Medeiros,1581724800.0,69.0,155.0,71.0,Orthodox,700531200.0,4.52,45.0,4.76,55.0,1.09,37.0,69.0,0.3,12,7,2,0,70.0,155.0,75.0,Orthodox,557971200.0,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,15,8,0,1,W
John Dodson,Nathaniel Wood,1581724800.0,63.0,135.0,66.0,Orthodox,465004800.0,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,22,12,0,0,66.0,145.0,69.0,Orthodox,736819200.0,5.75,51.0,4.0,56.0,1.56,48.0,72.0,0.5,20,6,0,0,W
Casey Kenney,Merab Dvalishvili,1581724800.0,67.0,135.0,68.0,Southpaw,669427200.0,4.85,42.0,4.67,58.0,1.09,35.0,61.0,0.4,16,4,1,0,66.0,135.0,68.0,Orthodox,663465600.0,4.36,42.0,2.51,56.0,5.89,35.0,82.0,0.3,19,4,0,0,L
Brok Weaver,Kazula Vargas,1581724800.0,72.0,155.0,73.0,Southpaw,691891200.0,4.78,64.0,4.35,46.0,0.41,10.0,66.0,0.4,15,6,0,0,68.0,155.0,71.0,Southpaw,492912000.0,3.65,53.0,1.77,57.0,0.4,25.0,30.0,0.4,12,5,0,0,W
Tim Means,Daniel Rodriguez,1581724800.0,74.0,170.0,75.0,Orthodox,446083200.0,5.04,49.0,3.65,60.0,1.14,40.0,64.0,0.2,33,17,1,1,73.0,170.0,74.0,Southpaw,536371200.0,7.5,49.0,5.47,58.0,0.59,54.0,57.0,0.1,18,5,0,0,L
Juan Adams,Justin Tafa,1581120000.0,77.0,265.0,80.0,Orthodox,695520000.0,7.09,55.0,4.06,34.0,0.91,66.0,57.0,0.0,5,3,0,0,72.0,264.0,74.0,Southpaw,755740800.0,4.09,54.0,5.02,47.0,0.0,0.0,50.0,0.0,7,4,0,1,L
Mirsad Bektic,Dan Ige,1581120000.0,68.0,145.0,70.0,Orthodox,666662400.0,2.43,41.0,1.8,57.0,3.98,52.0,92.0,0.4,13,4,0,0,67.0,145.0,71.0,Orthodox,681436800.0,3.66,45.0,3.5,56.0,0.99,26.0,57.0,0.2,18,9,0,0,L
Trevin Giles,James Krause,1581120000.0,72.0,170.0,74.0,Orthodox,713059200.0,3.17,54.0,2.39,58.0,1.07,50.0,72.0,0.3,16,7,0,0,74.0,170.0,73.0,Orthodox,518227200.0,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9,28,9,0,0,W
Lauren Murphy,Andrea Lee,1581120000.0,65.0,125.0,67.0,Orthodox,428112000.0,4.05,39.0,5.25,55.0,1.03,25.0,69.0,0.1,16,6,0,0,66.0,125.0,69.0,Orthodox,603158400.0,4.71,46.0,3.83,62.0,1.7,55.0,54.0,0.6,13,10,0,0,W
Alex Morono,Khaos Williams,1581120000.0,71.0,170.0,72.0,Orthodox,650764800.0,4.96,40.0,4.56,57.0,0.34,25.0,47.0,0.3,24,11,0,1,72.0,170.0,77.0,Orthodox,764985600.0,5.81,39.0,5.42,42.0,0.0,0.0,80.0,0.0,15,3,0,0,L
Jon Jones,Dominick Reyes,1581120000.0,76.0,248.0,84.0,Orthodox,553651200.0,4.38,58.0,2.24,64.0,1.89,45.0,95.0,0.5,28,1,0,1,76.0,205.0,77.0,Southpaw,630633600.0,5.64,54.0,3.59,49.0,0.31,28.0,82.0,0.3,14,4,0,0,W
Derrick Lewis,Ilir Latifi,1581120000.0,75.0,260.0,79.0,Orthodox,476582400.0,2.48,50.0,2.48,40.0,0.57,26.0,52.0,0.0,28,12,0,1,70.0,230.0,73.0,Orthodox,396662400.0,2.05,45.0,2.93,56.0,2.11,35.0,100.0,0.3,17,9,0,1,W
Miles Johns,Mario Bautista,1581120000.0,67.0,145.0,66.0,Orthodox,764985600.0,3.16,44.0,2.65,67.0,0.92,20.0,81.0,0.0,15,3,0,1,69.0,135.0,69.0,Switch,741484800.0,5.33,47.0,3.91,54.0,1.92,33.0,66.0,0.9,15,2,0,0,L
Domingo Pilarte,Journey Newson,1581120000.0,72.0,135.0,73.0,Southpaw,631497600.0,1.31,47.0,2.96,40.0,1.2,42.0,54.0,0.8,8,3,0,1,65.0,135.0,67.0,Orthodox,605232000.0,2.64,32.0,2.57,64.0,0.56,16.0,43.0,0.3,10,5,0,1,L
Andre Ewell,Jonathan Martinez,1581120000.0,68.0,145.0,75.0,Southpaw,569721600.0,4.28,40.0,4.87,51.0,0.36,75.0,72.0,0.1,17,9,0,0,68.0,135.0,70.0,Southpaw,766800000.0,4.44,49.0,4.09,56.0,0.38,35.0,68.0,0.1,19,6,0,0,W
Austin Lingo,Youssef Zalal,1581120000.0,70.0,145.0,70.0,Orthodox,773798400.0,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,9,3,0,0,70.0,145.0,72.0,Switch,841795200.0,2.84,49.0,1.71,65.0,2.34,35.0,59.0,1.5,16,5,1,0,L
Curtis Blaydes,Junior Dos Santos,1579910400.0,76.0,265.0,80.0,Orthodox,666835200.0,3.54,50.0,1.91,58.0,5.69,53.0,31.0,0.0,18,5,0,1,76.0,238.0,77.0,Orthodox,444268800.0,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,21,9,0,0,W
Rafael Dos Anjos,Michael Chiesa,1579910400.0,68.0,170.0,70.0,Southpaw,467596800.0,3.48,47.0,3.23,60.0,1.95,35.0,54.0,0.6,32,17,0,0,73.0,170.0,75.0,Southpaw,565833600.0,1.81,39.0,1.66,54.0,3.3,48.0,61.0,1.1,20,7,0,0,L
Jordan Espinosa,Alex Perez,1579910400.0,66.0,125.0,69.0,Orthodox,626486400.0,4.22,52.0,2.94,57.0,0.75,28.0,70.0,0.2,15,9,0,1,66.0,125.0,65.0,Orthodox,701136000.0,4.19,46.0,3.2,58.0,2.04,46.0,77.0,0.8,25,9,0,0,L
Hannah Cifers,Angela Hill,1579910400.0,61.0,115.0,62.0,Orthodox,709516800.0,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,10,7,0,0,63.0,115.0,64.0,Orthodox,474336000.0,5.46,49.0,4.93,61.0,0.76,32.0,74.0,0.1,17,14,0,0,L
Jamahal Hill,Darko Stosic,1579910400.0,76.0,205.0,79.0,Southpaw,674611200.0,7.05,53.0,4.02,45.0,0.0,0.0,73.0,0.0,12,3,0,1,72.0,205.0,76.0,Orthodox,697593600.0,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,13,4,0,0,W
Bevon Lewis,Dequan Townsend,1579910400.0,75.0,185.0,79.0,Orthodox,673401600.0,3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,7,3,0,0,75.0,205.0,79.0,Orthodox,516153600.0,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,21,12,0,0,W
Arnold Allen,Nik Lentz,1579910400.0,68.0,145.0,70.0,Southpaw,759196800.0,3.45,41.0,2.88,61.0,0.93,47.0,75.0,0.3,20,3,0,0,68.0,145.0,68.0,Orthodox,461203200.0,3.44,47.0,3.25,50.0,3.3,32.0,43.0,1.2,30,12,2,1,W
Justine Kish,Lucie Pudilova,1579910400.0,65.0,125.0,64.0,Orthodox,576892800.0,4.51,48.0,4.59,57.0,0.87,33.0,50.0,0.1,7,4,0,0,68.0,125.0,67.0,Orthodox,771465600.0,3.6,37.0,4.07,50.0,0.7,31.0,67.0,0.6,14,10,0,0,W
Montel Jackson,Felipe Colares,1579910400.0,70.0,135.0,75.0,Southpaw,704073600.0,3.39,53.0,1.42,63.0,3.41,71.0,69.0,0.3,14,2,0,0,68.0,145.0,69.0,Orthodox,765072000.0,2.17,45.0,4.65,36.0,1.88,24.0,43.0,0.5,10,4,0,0,W
Sara McMann,Lina Lansberg,1579910400.0,66.0,135.0,66.0,Orthodox,338601600.0,2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,13,6,0,0,67.0,135.0,65.0,Orthodox,384825600.0,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1,10,8,0,0,W
Brett Johns,Tony Gravely,1579910400.0,67.0,135.0,71.0,Orthodox,698630400.0,2.86,49.0,3.84,53.0,4.92,49.0,58.0,1.0,17,2,0,0,65.0,135.0,69.0,Orthodox,686016000.0,3.82,48.0,4.47,44.0,5.4,41.0,52.0,0.3,23,9,0,0,W
Herbert Burns,Nate Landwehr,1579910400.0,69.0,145.0,73.0,Orthodox,570758400.0,1.86,36.0,5.17,41.0,2.94,34.0,66.0,1.8,11,6,0,0,69.0,145.0,72.0,Orthodox,581558400.0,5.59,46.0,5.77,52.0,0.85,41.0,74.0,0.8,18,6,0,0,W
Conor McGregor,Donald Cerrone,1579305600.0,69.0,155.0,74.0,Southpaw,584841600.0,5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1,22,6,0,0,73.0,155.0,73.0,Orthodox,417744000.0,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2,36,17,0,2,W
Holly Holm,Raquel Pennington,1579305600.0,68.0,135.0,69.0,Southpaw,372124800.0,3.13,40.0,2.92,55.0,0.87,30.0,76.0,0.1,15,7,0,1,67.0,135.0,67.0,Orthodox,589420800.0,4.1,49.0,3.32,61.0,0.83,27.0,62.0,0.6,16,10,0,0,W
Aleksei Oleinik,Maurice Greene,1579305600.0,74.0,240.0,80.0,Orthodox,235612800.0,3.29,48.0,3.8,44.0,1.82,46.0,37.0,1.9,60,17,1,0,79.0,258.0,80.0,Orthodox,520905600.0,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,9,7,0,0,W
Brian Kelleher,Ode Osbourne,1579305600.0,66.0,135.0,66.0,Switch,524793600.0,3.31,41.0,4.59,54.0,1.68,41.0,60.0,0.7,24,16,0,0,67.0,125.0,73.0,Southpaw,694915200.0,3.26,40.0,4.01,45.0,1.21,28.0,63.0,0.6,12,8,0,1,W
Anthony Pettis,Diego Ferreira,1579305600.0,70.0,155.0,72.0,Orthodox,538704000.0,3.05,47.0,3.44,54.0,0.61,50.0,60.0,1.1,24,10,0,0,69.0,155.0,74.0,Orthodox,474854400.0,4.82,40.0,3.46,55.0,0.86,30.0,57.0,0.6,19,6,0,0,L
Roxanne Modafferi,Maycee Barber,1579305600.0,67.0,125.0,69.0,Orthodox,401673600.0,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1,25,21,0,0,65.0,125.0,65.0,Switch,895449600.0,4.7,53.0,2.9,54.0,1.44,43.0,53.0,0.1,14,2,0,0,W
Andre Fili,Sodiq Yusuff,1579305600.0,71.0,145.0,74.0,Orthodox,646272000.0,3.88,37.0,4.11,51.0,2.15,43.0,70.0,0.2,24,11,0,1,69.0,145.0,71.0,Orthodox,737769600.0,5.66,49.0,4.51,53.0,0.28,20.0,62.0,0.4,13,4,0,0,L
Tim Elliott,Askar Askarov,1579305600.0,67.0,125.0,66.0,Southpaw,535766400.0,3.39,44.0,2.66,56.0,3.73,47.0,59.0,1.0,21,13,1,0,66.0,125.0,67.0,Orthodox,718588800.0,3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4,14,1,1,0,L
Drew Dober,Nasrat Haqparast,1579305600.0,68.0,155.0,70.0,Southpaw,593222400.0,4.39,40.0,4.25,51.0,0.67,17.0,56.0,0.1,27,14,0,1,70.0,155.0,72.0,Southpaw,809049600.0,6.15,44.0,5.65,62.0,0.28,20.0,84.0,0.0,17,5,0,0,W
